Total tasks: 6355
name,begin,end,time_seconds
Experiment,1,2394445,2394.44
CentroidModel;run(mongoUri=mongodb://lattice-100:27018/);gisJoin=G1800570;clusterId=0,2113,738200,736.09
CentroidModel;run(mongoUri=mongodb://lattice-104:27018/);gisJoin=G3600710;clusterId=4,2114,733488,731.37
CentroidModel;run(mongoUri=mongodb://lattice-102:27018/);gisJoin=G4900010;clusterId=2,2114,742899,740.79
CentroidModel;run(mongoUri=mongodb://lattice-104:27018/);gisJoin=G3700210;clusterId=9,2115,736176,734.06
CentroidModel;run(mongoUri=mongodb://lattice-101:27018/);gisJoin=G1300950;clusterId=1,2115,733778,731.66
CentroidModel;run(mongoUri=mongodb://lattice-100:27018/);gisJoin=G4800490;clusterId=10,2115,734313,732.20
CentroidModel;run(mongoUri=mongodb://lattice-103:27018/);gisJoin=G4800790;clusterId=3,2116,748683,746.57
CentroidModel;run(mongoUri=mongodb://lattice-104:27018/);gisJoin=G0600010;clusterId=14,2116,749603,747.49
CentroidModel;run(mongoUri=mongodb://lattice-101:27018/);gisJoin=G4802010;clusterId=11,2116,737354,735.24
CentroidModel;run(mongoUri=mongodb://lattice-101:27018/);gisJoin=G1000030;clusterId=21,2119,743298,741.18
CentroidModel;run(mongoUri=mongodb://lattice-104:27018/);gisJoin=G0601070;clusterId=24,2119,739685,737.57
CentroidModel;run(mongoUri=mongodb://lattice-103:27018/);gisJoin=G4100650;clusterId=8,2119,748863,746.74
CentroidModel;run(mongoUri=mongodb://lattice-102:27018/);gisJoin=G4700170;clusterId=27,2120,740639,738.52
CentroidModel;run(mongoUri=mongodb://lattice-101:27018/);gisJoin=G1200090;clusterId=6,2120,739119,737.00
CentroidModel;run(mongoUri=mongodb://lattice-104:27018/);gisJoin=G3800450;clusterId=29,2120,744928,742.81
CentroidModel;run(mongoUri=mongodb://lattice-100:27018/);gisJoin=G5500470;clusterId=30,2120,737119,735.00
CentroidModel;run(mongoUri=mongodb://lattice-102:27018/);gisJoin=G2001090;clusterId=7,2121,745295,743.17
CentroidModel;run(mongoUri=mongodb://lattice-104:27018/);gisJoin=G3100310;clusterId=39,2123,739755,737.63
CentroidModel;run(mongoUri=mongodb://lattice-102:27018/);gisJoin=G4801730;clusterId=42,2124,730699,728.58
CentroidModel;run(mongoUri=mongodb://lattice-103:27018/);gisJoin=G4100230;clusterId=33,2124,742373,740.25
CentroidModel;run(mongoUri=mongodb://lattice-100:27018/);gisJoin=G3701310;clusterId=5,2124,736799,734.68
CentroidModel;run(mongoUri=mongodb://lattice-100:27018/);gisJoin=G2000010;clusterId=35,2124,744092,741.97
CentroidModel;run(mongoUri=mongodb://lattice-104:27018/);gisJoin=G0500330;clusterId=44,2124,735974,733.85
CentroidModel;run(mongoUri=mongodb://lattice-101:27018/);gisJoin=G0800550;clusterId=36,2125,742602,740.48
CentroidModel;run(mongoUri=mongodb://lattice-104:27018/);gisJoin=G3601050;clusterId=49,2125,731506,729.38
CentroidModel;run(mongoUri=mongodb://lattice-103:27018/);gisJoin=G0800450;clusterId=43,2126,737449,735.32
CentroidModel;run(mongoUri=mongodb://lattice-101:27018/);gisJoin=G4200590;clusterId=41,2127,746472,744.35
CentroidModel;run(mongoUri=mongodb://lattice-100:27018/);gisJoin=G2102350;clusterId=40,2127,743538,741.41
CentroidModel;run(mongoUri=mongodb://lattice-100:27018/);gisJoin=G2001650;clusterId=55,2127,749042,746.92
CentroidModel;run(mongoUri=mongodb://lattice-103:27018/);gisJoin=G4804490;clusterId=38,2128,742010,739.88
CentroidModel;run(mongoUri=mongodb://lattice-102:27018/);gisJoin=G3500230;clusterId=37,2128,745872,743.74
CentroidModel;run(mongoUri=mongodb://lattice-104:27018/);gisJoin=G2901570;clusterId=34,2128,748681,746.55
CentroidModel;run(mongoUri=mongodb://lattice-102:27018/);gisJoin=G4600870;clusterId=32,2128,729303,727.18
CentroidModel;run(mongoUri=mongodb://lattice-101:27018/);gisJoin=G3000710;clusterId=31,2129,737600,735.47
CentroidModel;run(mongoUri=mongodb://lattice-103:27018/);gisJoin=G0800190;clusterId=28,2129,733762,731.63
CentroidModel;run(mongoUri=mongodb://lattice-102:27018/);gisJoin=G3600770;clusterId=17,2129,745999,743.87
CentroidModel;run(mongoUri=mongodb://lattice-101:27018/);gisJoin=G2701450;clusterId=26,2129,748697,746.57
CentroidModel;run(mongoUri=mongodb://lattice-100:27018/);gisJoin=G5100210;clusterId=25,2129,739753,737.62
CentroidModel;run(mongoUri=mongodb://lattice-103:27018/);gisJoin=G3500590;clusterId=23,2130,743555,741.43
CentroidModel;run(mongoUri=mongodb://lattice-102:27018/);gisJoin=G0500090;clusterId=22,2130,739838,737.71
CentroidModel;run(mongoUri=mongodb://lattice-100:27018/);gisJoin=G2102090;clusterId=20,2130,742864,740.73
CentroidModel;run(mongoUri=mongodb://lattice-104:27018/);gisJoin=G4100070;clusterId=19,2130,744084,741.95
CentroidModel;run(mongoUri=mongodb://lattice-103:27018/);gisJoin=G1200230;clusterId=18,2131,741148,739.02
CentroidModel;run(mongoUri=mongodb://lattice-100:27018/);gisJoin=G1300890;clusterId=15,2131,749226,747.10
CentroidModel;run(mongoUri=mongodb://lattice-102:27018/);gisJoin=G1900530;clusterId=12,2131,745161,743.03
