Total tasks: 9364
name,begin,end,time_seconds
Experiment,1,2767325,2767.32
CentroidModel;run(mongoUri=mongodb://lattice-100:27018/);gisJoin=G1800570;clusterId=0,2309,1145528,1143.22
CentroidModel;run(mongoUri=mongodb://lattice-103:27018/);gisJoin=G1200230;clusterId=18,2312,1141496,1139.18
CentroidModel;run(mongoUri=mongodb://lattice-104:27018/);gisJoin=G4100070;clusterId=19,2312,1148272,1145.96
CentroidModel;run(mongoUri=mongodb://lattice-102:27018/);gisJoin=G3600770;clusterId=17,2312,1138211,1135.90
CentroidModel;run(mongoUri=mongodb://lattice-104:27018/);gisJoin=G0601070;clusterId=24,2313,1146261,1143.95
CentroidModel;run(mongoUri=mongodb://lattice-100:27018/);gisJoin=G5100210;clusterId=25,2313,1144647,1142.33
CentroidModel;run(mongoUri=mongodb://lattice-101:27018/);gisJoin=G2701450;clusterId=26,2313,1145112,1142.80
CentroidModel;run(mongoUri=mongodb://lattice-102:27018/);gisJoin=G4700170;clusterId=27,2317,1138232,1135.92
CentroidModel;run(mongoUri=mongodb://lattice-101:27018/);gisJoin=G1200090;clusterId=6,2319,1158751,1156.43
CentroidModel;run(mongoUri=mongodb://lattice-100:27018/);gisJoin=G2102350;clusterId=40,2319,1141813,1139.49
CentroidModel;run(mongoUri=mongodb://lattice-101:27018/);gisJoin=G4803410;clusterId=16,2319,1144060,1141.74
CentroidModel;run(mongoUri=mongodb://lattice-100:27018/);gisJoin=G1300890;clusterId=15,2320,1153416,1151.10
CentroidModel;run(mongoUri=mongodb://lattice-103:27018/);gisJoin=G0800450;clusterId=43,2320,1149916,1147.60
CentroidModel;run(mongoUri=mongodb://lattice-104:27018/);gisJoin=G0600010;clusterId=14,2320,1138201,1135.88
CentroidModel;run(mongoUri=mongodb://lattice-103:27018/);gisJoin=G2902050;clusterId=13,2321,1142132,1139.81
CentroidModel;run(mongoUri=mongodb://lattice-102:27018/);gisJoin=G1900530;clusterId=12,2322,1152715,1150.39
CentroidModel;run(mongoUri=mongodb://lattice-104:27018/);gisJoin=G3601050;clusterId=49,2323,1158742,1156.42
CentroidModel;run(mongoUri=mongodb://lattice-101:27018/);gisJoin=G4802010;clusterId=11,2323,1144156,1141.83
CentroidModel;run(mongoUri=mongodb://lattice-100:27018/);gisJoin=G4800490;clusterId=10,2324,1149028,1146.70
CentroidModel;run(mongoUri=mongodb://lattice-104:27018/);gisJoin=G3700210;clusterId=9,2324,1140200,1137.88
CentroidModel;run(mongoUri=mongodb://lattice-102:27018/);gisJoin=G2001090;clusterId=7,2324,1148315,1145.99
CentroidModel;run(mongoUri=mongodb://lattice-104:27018/);gisJoin=G3600710;clusterId=4,2324,1152995,1150.67
CentroidModel;run(mongoUri=mongodb://lattice-103:27018/);gisJoin=G4800790;clusterId=3,2325,1140712,1138.39
CentroidModel;run(mongoUri=mongodb://lattice-100:27018/);gisJoin=G3701310;clusterId=5,2325,1148633,1146.31
CentroidModel;run(mongoUri=mongodb://lattice-102:27018/);gisJoin=G4900010;clusterId=2,2325,1144438,1142.11
CentroidModel;run(mongoUri=mongodb://lattice-101:27018/);gisJoin=G1300950;clusterId=1,2325,1153074,1150.75
CentroidModel;run(mongoUri=mongodb://lattice-100:27018/);gisJoin=G2001650;clusterId=55,2326,1146214,1143.89
CentroidModel;run(mongoUri=mongodb://lattice-104:27018/);gisJoin=G1600130;clusterId=54,2326,1144975,1142.65
CentroidModel;run(mongoUri=mongodb://lattice-103:27018/);gisJoin=G3900350;clusterId=53,2326,1145396,1143.07
CentroidModel;run(mongoUri=mongodb://lattice-103:27018/);gisJoin=G5400770;clusterId=48,2326,1143055,1140.73
CentroidModel;run(mongoUri=mongodb://lattice-102:27018/);gisJoin=G3100010;clusterId=52,2327,1158688,1156.36
CentroidModel;run(mongoUri=mongodb://lattice-100:27018/);gisJoin=G4000090;clusterId=50,2327,1162124,1159.80
CentroidModel;run(mongoUri=mongodb://lattice-101:27018/);gisJoin=G3100370;clusterId=51,2327,1154701,1152.37
CentroidModel;run(mongoUri=mongodb://lattice-101:27018/);gisJoin=G0100010;clusterId=46,2327,1162064,1159.74
CentroidModel;run(mongoUri=mongodb://lattice-100:27018/);gisJoin=G2600730;clusterId=45,2328,1162053,1159.73
CentroidModel;run(mongoUri=mongodb://lattice-102:27018/);gisJoin=G5600050;clusterId=47,2329,1141255,1138.93
CentroidModel;run(mongoUri=mongodb://lattice-104:27018/);gisJoin=G0500330;clusterId=44,2329,1143204,1140.88
CentroidModel;run(mongoUri=mongodb://lattice-102:27018/);gisJoin=G4801730;clusterId=42,2329,1144140,1141.81
CentroidModel;run(mongoUri=mongodb://lattice-104:27018/);gisJoin=G3100310;clusterId=39,2329,1146745,1144.42
CentroidModel;run(mongoUri=mongodb://lattice-101:27018/);gisJoin=G4200590;clusterId=41,2329,1138111,1135.78
CentroidModel;run(mongoUri=mongodb://lattice-103:27018/);gisJoin=G4804490;clusterId=38,2330,1142615,1140.29
CentroidModel;run(mongoUri=mongodb://lattice-102:27018/);gisJoin=G3500230;clusterId=37,2330,1143906,1141.58
CentroidModel;run(mongoUri=mongodb://lattice-101:27018/);gisJoin=G0800550;clusterId=36,2330,1152289,1149.96
CentroidModel;run(mongoUri=mongodb://lattice-101:27018/);gisJoin=G3000710;clusterId=31,2330,1148349,1146.02
CentroidModel;run(mongoUri=mongodb://lattice-103:27018/);gisJoin=G0800190;clusterId=28,2331,1140771,1138.44
CentroidModel;run(mongoUri=mongodb://lattice-100:27018/);gisJoin=G2000010;clusterId=35,2331,1153032,1150.70
CentroidModel;run(mongoUri=mongodb://lattice-100:27018/);gisJoin=G5500470;clusterId=30,2331,1158697,1156.37
CentroidModel;run(mongoUri=mongodb://lattice-104:27018/);gisJoin=G2901570;clusterId=34,2331,1138222,1135.89
CentroidModel;run(mongoUri=mongodb://lattice-103:27018/);gisJoin=G4100230;clusterId=33,2332,1149364,1147.03
CentroidModel;run(mongoUri=mongodb://lattice-102:27018/);gisJoin=G0500090;clusterId=22,2332,1140612,1138.28
CentroidModel;run(mongoUri=mongodb://lattice-102:27018/);gisJoin=G4600870;clusterId=32,2332,1140760,1138.43
CentroidModel;run(mongoUri=mongodb://lattice-104:27018/);gisJoin=G3800450;clusterId=29,2332,1145958,1143.63
CentroidModel;run(mongoUri=mongodb://lattice-101:27018/);gisJoin=G1000030;clusterId=21,2333,1158685,1156.35
CentroidModel;run(mongoUri=mongodb://lattice-100:27018/);gisJoin=G2102090;clusterId=20,2333,1144432,1142.10
CentroidModel;run(mongoUri=mongodb://lattice-103:27018/);gisJoin=G3500590;clusterId=23,2333,1142142,1139.81
CentroidModel;run(mongoUri=mongodb://lattice-103:27018/);gisJoin=G4100650;clusterId=8,2333,1138421,1136.09
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G4800790;clusterId=3,11334,579123,567.79
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G0800450;clusterId=43,11334,606159,594.83
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G1900530;clusterId=12,11334,581846,570.51
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G5500470;clusterId=30,11336,593092,581.76
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G3500590;clusterId=23,11337,575837,564.50
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G3700210;clusterId=9,11338,580670,569.33
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G3000710;clusterId=31,11340,577374,566.03
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G2102090;clusterId=20,11341,583309,571.97
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G0800550;clusterId=36,11343,588634,577.29
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G4803410;clusterId=16,11347,576882,565.54
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G2102350;clusterId=40,11347,575641,564.29
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G0100010;clusterId=46,11348,594040,582.69
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G3601050;clusterId=49,11351,576820,565.47
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G3600710;clusterId=4,11358,577065,565.71
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G1200230;clusterId=18,11367,589176,577.81
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G4100650;clusterId=8,11367,583923,572.56
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G4200590;clusterId=41,11369,598496,587.13
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G4700170;clusterId=27,11371,598501,587.13
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G3900350;clusterId=53,11375,581174,569.80
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G2600730;clusterId=45,11377,600616,589.24
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G3500230;clusterId=37,11381,583820,572.44
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G1000030;clusterId=21,11388,593003,581.62
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G5100210;clusterId=25,11388,581934,570.55
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G0800190;clusterId=28,11391,578893,567.50
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G3701310;clusterId=5,11393,582358,570.97
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G2701450;clusterId=26,11399,593137,581.74
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G2000010;clusterId=35,11399,581683,570.28
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G0500090;clusterId=22,11403,583096,571.69
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G2902050;clusterId=13,11404,578013,566.61
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G1600130;clusterId=54,11405,589688,578.28
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G3600770;clusterId=17,11406,588594,577.19
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G2001650;clusterId=55,11409,575792,564.38
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G3800450;clusterId=29,11419,590270,578.85
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G4000090;clusterId=50,11427,618218,606.79
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G1200090;clusterId=6,11429,619045,607.62
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G4802010;clusterId=11,11429,593471,582.04
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G4804490;clusterId=38,11433,598422,586.99
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G3100010;clusterId=52,11441,605599,594.16
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G1800570;clusterId=0,11443,582587,571.14
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G4801730;clusterId=42,11444,593048,581.60
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G0601070;clusterId=24,11453,589981,578.53
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G5400770;clusterId=48,11454,574451,563.00
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G4600870;clusterId=32,11456,569304,557.85
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G4900010;clusterId=2,11459,579090,567.63
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G2001090;clusterId=7,11469,590867,579.40
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G4100230;clusterId=33,11473,577584,566.11
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G4800490;clusterId=10,11489,579147,567.66
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G5600050;clusterId=47,11489,568445,556.96
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G1300890;clusterId=15,11490,599715,588.23
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G3100370;clusterId=51,11491,590024,578.53
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G3100310;clusterId=39,11491,575667,564.18
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G4100070;clusterId=19,11496,574982,563.49
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G2901570;clusterId=34,11502,576631,565.13
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G0500330;clusterId=44,11502,567263,555.76
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G1300950;clusterId=1,11504,601122,589.62
CentroidModel;Filter by GISJoin + Vector Transform + Split + Checkpoint;gisJoin=G0600010;clusterId=14,11512,578073,566.56
CentroidModel;Fit Training Set;gisJoin=G0500330;clusterId=44,567263,569335,2.07
CentroidModel;Fit Training Set;gisJoin=G5600050;clusterId=47,568445,569707,1.26
CentroidModel;Fit Training Set;gisJoin=G4600870;clusterId=32,569304,570460,1.16
CentroidModel;Evaluate RMSE;gisJoin=G0500330;clusterId=44,569335,1143204,573.87
CentroidModel;Evaluate RMSE;gisJoin=G5600050;clusterId=47,569707,1141255,571.55
